area_quemada;clase_incendio;mes_incendio;vegetacion;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_cont
18.0;C;Marzo;Bosque tropical perennifolio secundario;24.7;0.0;0.0;66.7
1.5;B;Junio;Matorral abierto;9.8;0.6;0.6;135.4
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
29.0;C;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
35.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
7.0;B;Abril;Matorral abierto;46.5;30.0;5.1;39.9
5.0;B;Abril;Bosque tropical perennifolio;27.1;18.0;9.9;0.0
4.0;B;Marzo;Bosque tropical perennifolio secundario;130.7;77.8;51.6;0.0
6.5;B;Enero;Matorral abierto;21.6;0.0;0.0;0.0
38.0;C;Abril;Matorral abierto;110.8;4.4;0.8;0.0
2.1;B;Agosto;Pradera_estepa;1.6;1.6;1.6;0.0
0.88;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;0.5;0.5;0.5;0.0
1.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Mayo;Pradera_estepa;14.3;2.3;0.3;45.5
3.0;B;Marzo;Desierto polar_roca;14.2;4.8;2.0;0.0
34.0;C;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
50.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
3.21;B;Marzo;Matorral abierto;34.8;1.0;0.0;0.3
5.0;B;Agosto;Matorral abierto;10.1;0.0;0.0;0.0
1.65;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Pradera_estepa;0.0;0.0;0.0;0.0
2.0;B;Octubre;Matorral abierto;27.8;6.4;0.0;29.4
0.85;B;Enero;Matorral abierto;1.6;0.8;0.0;0.0
4.0;B;Agosto;Bosque tropical perennifolio;0.9;0.9;0.0;0.0
33.0;C;Septiembre;Bosque tropical perennifolio;37.7;2.1;2.1;0.0
8.0;B;Julio;Matorral abierto;393.4;182.6;69.0;0.0
10.0;C;Abril;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Septiembre;Desierto polar_roca;3.3;0.0;0.0;5.7
0.8;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.2;B;Diciembre;Matorral abierto;22.7;21.7;14.4;238.4
60.0;C;Marzo;Matorral abierto;17.8;3.3;0.0;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
1.65;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
4.0;B;Mayo;Desierto polar_roca;973.2;171.1;147.9;0.0
2.0;B;Agosto;Desierto polar_roca;61.0;35.1;31.8;146.5
1.5;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
7.0;B;Febrero;Bosque tropical perennifolio secundario;39.2;38.7;13.0;139.9
1.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.5;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;0.8;0.8;0.0;0.0
12.1;C;Junio;Pradera_estepa;4.9;1.5;0.0;0.0
2.0;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
7.0;B;Marzo;Desierto polar_roca;181.5;94.1;43.4;231.6
0.53;B;Abril;Matorral abierto;3.3;0.0;0.0;45.2
25.0;C;Noviembre;Matorral abierto;1.0;1.0;1.0;0.0
6.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;12.4;0.0;0.0;0.0
30.0;C;Marzo;Bosque tropical perennifolio;7.9;5.6;1.3;0.0
1.5;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Mayo;Matorral abierto;15.7;12.9;12.9;12.2
5.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;106.5;91.0;91.0;0.0
13.5;C;Marzo;Bosque tropical perennifolio secundario;156.0;63.0;59.4;122.8
15.0;C;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
27.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
0.75;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
65.0;C;Febrero;Bosque tropical perennifolio secundario;1566.0;270.0;0.0;0.0
4.0;B;Octubre;Desierto polar_roca;130.9;88.3;69.5;0.0
3.0;B;Septiembre;Matorral abierto;7.7;0.8;0.0;22.4
2.5;B;Abril;Desierto polar_roca;50.7;35.1;5.1;0.0
2.0;B;Octubre;Matorral abierto;22.3;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio;63.8;25.8;3.8;115.4
1.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
4.0;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;18.6;15.8;0.3;0.0
2.0;B;Mayo;Desierto polar_roca;43.7;10.1;3.0;0.0
20.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Desierto polar_roca;18.0;12.8;7.6;3.6
0.8;B;Marzo;Desierto polar_roca;0.5;0.5;0.0;0.0
2.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
6.0;B;Marzo;Bosque tropical perennifolio;200.2;110.0;15.3;0.0
1600.0;F;Julio;Desierto polar_roca;11.8;3.6;2.8;0.0
18.0;C;Agosto;Desierto polar_roca;16.1;2.1;0.8;0.0
1.0;B;Mayo;Pradera_estepa;25.0;11.5;2.8;168.7
1.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
160.0;D;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;128.7;60.1;47.9;0.0
1.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;29.4;29.4;0.0;2.5
12.1;C;Enero;Matorral abierto;9.8;0.0;0.0;0.0
3.0;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
20.0;C;Febrero;Desierto polar_roca;16.6;16.6;2.3;0.0
2.0;B;Diciembre;Bosque tropical perennifolio secundario;206.0;0.0;0.0;0.0
400.0;E;Julio;Desierto polar_roca;0.0;0.0;0.0;30.4
9.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1500.0;F;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Junio;Matorral abierto;24.3;24.0;0.0;0.0
5.0;B;Agosto;Matorral abierto;14.3;7.2;3.6;16.0
42.14;C;Febrero;Bosque tropical perennifolio secundario;291.5;69.9;18.2;120.8
0.8;B;Julio;Desierto;0.0;0.0;0.0;0.0
5.0;B;Abril;Matorral abierto;60.6;11.8;0.0;108.2
1.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Diciembre;Matorral abierto;29.8;3.6;3.3;27.9
75.0;C;Octubre;Pradera_estepa;1.0;0.0;0.0;0.0
1.0;B;Abril;Matorral abierto;45.2;0.0;0.0;0.0
1.25;B;Enero;Matorral abierto;5.8;0.0;0.0;0.0
2.81;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
135.0;D;Junio;Bosque tropical perennifolio secundario;31.3;7.7;7.7;0.0
1.0;B;Junio;Bosque tropical perennifolio secundario;10.3;0.3;0.3;0.0
2.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
0.8;B;Julio;Pradera_estepa;11.7;3.8;3.8;0.0
1.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Julio;Matorral abierto;3.0;0.0;0.0;108.2
27.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.37;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
8.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
11.0;C;Marzo;Bosque tropical perennifolio;39.5;14.8;1.3;0.0
1.83;B;Marzo;Matorral abierto;305.0;79.4;77.4;25.8
5.0;B;Abril;Desierto polar_roca;43.5;42.2;1.0;19.2
1.5;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Septiembre;Bosque tropical perennifolio secundario;39.6;8.5;2.1;0.3
7.88;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;43.0;12.0;2.0;0.0
2.0;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Agosto;Bosque templado;15.6;6.2;1.8;0.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Enero;Bosque tropical perennifolio secundario;15.5;0.0;0.0;0.0
60.0;C;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
6.0;B;Mayo;Desierto polar_roca;79.7;45.4;17.6;0.0
2.0;B;Octubre;Pradera_estepa;5.3;0.0;0.0;20.1
8.0;B;Agosto;Bosque tropical perennifolio secundario;24.7;11.7;11.2;0.0
25.0;C;Julio;Pradera_estepa;5.6;1.5;0.0;0.0
5.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
20.0;C;Junio;Matorral abierto;41.5;0.8;0.8;15.9
8.0;B;Febrero;Desierto polar_roca;94.5;52.8;52.8;0.0
1.0;B;Marzo;Desierto polar_roca;55.8;29.0;27.0;130.8
1.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
83.0;C;Abril;Bosque tropical perennifolio;8.9;4.6;2.1;0.0
8.0;B;Junio;Bosque tropical perennifolio;27.2;0.3;0.0;0.0
7.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Marzo;Bosque tropical perennifolio;7.9;1.3;0.0;0.0
11.7;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
35.0;C;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
6.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
2.17;B;Abril;Pradera_estepa;39.3;25.8;1.1;73.3
0.7;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
6.0;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
10610.0;G;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.97;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
13.36;C;Abril;Matorral abierto;10.7;8.4;8.4;38.9
0.6;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
0.72;B;Abril;Pradera_estepa;92.6;22.1;4.8;0.0
20.0;C;Febrero;Bosque tropical perennifolio secundario;41.8;13.3;12.5;35.1
10.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Junio;Desierto;0.0;0.0;0.0;0.0
1.5;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
100.0;D;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
10.11;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;82.7;15.9;13.4;0.0
10.0;C;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;2.6
200.0;D;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Octubre;Desierto polar_roca;0.0;0.0;0.0;0.0
25.0;C;Octubre;Desierto polar_roca;0.0;0.0;0.0;0.0
1.17;B;Marzo;Matorral abierto;35.1;16.6;16.6;269.0
2.5;B;Julio;Matorral abierto;40.7;0.0;0.0;18.8
35.0;C;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.6;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;7.1;0.0;0.0;0.0
3.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Agosto;Matorral abierto;303.3;233.0;35.6;0.0
120.0;D;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Agosto;Pradera_estepa;250.0;164.0;89.7;1.0
6.0;B;Marzo;Matorral abierto;102.3;6.7;0.3;223.2
0.6;B;Noviembre;Desierto polar_roca;92.7;0.0;0.0;103.9
2.0;B;Agosto;Matorral abierto;3.6;3.6;0.0;0.0
5.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Agosto;Bosque tropical perennifolio;17.1;4.6;1.0;51.5
5.0;B;Septiembre;Bosque tropical perennifolio secundario;18.5;1.3;0.3;0.0
2.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Noviembre;Bosque tropical perennifolio;130.1;51.0;8.2;36.1
1.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
7.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
1.95;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
30.0;C;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.9;B;Junio;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;28.0;3.9;0.0;91.1
70.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1.8;B;Mayo;Desierto polar_roca;56.1;16.7;8.5;0.0
7.0;B;Agosto;Bosque templado;3.3;3.3;3.3;0.0
2.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Octubre;Pradera_estepa;45.2;43.1;0.0;1.2
17.5;C;Febrero;Bosque tropical perennifolio secundario;61.2;12.7;10.2;154.4
1.1;B;Noviembre;Bosque tropical perennifolio secundario;8.1;1.1;0.8;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;92.7;16.2;16.2;234.4
15.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
125.0;D;Abril;Bosque tropical perennifolio;132.3;86.8;53.0;0.0
150.0;D;Febrero;Matorral abierto;7.3;7.0;3.0;88.0
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Marzo;Matorral abierto;39.0;6.6;0.0;0.0
1.0;B;Febrero;Desierto polar_roca;216.4;56.9;21.8;45.8
16.7;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Agosto;Desierto polar_roca;3.1;2.3;0.0;26.2
8.0;B;Marzo;Bosque tropical perennifolio;2.5;2.5;0.0;0.0
1.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
27.0;C;Abril;Bosque tropical perennifolio;49.3;20.6;17.8;0.0
1.0;B;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Mayo;Bosque tropical perennifolio;0.3;0.3;0.0;0.0
1.0;B;Julio;Matorral abierto;57.2;49.6;0.0;0.0
7.0;B;Abril;Desierto polar_roca;13.0;0.3;0.0;0.0
1.0;B;Octubre;Matorral abierto;1.6;0.5;0.0;12.0
1.0;B;Octubre;Desierto;68.4;3.3;1.5;0.0
2.3;B;Agosto;Matorral abierto;81.6;47.8;10.7;35.1
1.0;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.5;B;Junio;Matorral abierto;15.1;14.3;0.8;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Febrero;Bosque tropical perennifolio;88.5;38.7;10.2;278.3
1.0;B;Septiembre;Matorral abierto;23.8;23.3;23.3;16.8
1.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;154.1;69.7;9.0;0.0
5.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
0.8;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
12.0;C;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
14.6;C;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
2.05;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Julio;Matorral abierto;20.6;0.0;0.0;0.0
48.4;C;Abril;Desierto polar_roca;23.8;1.6;0.3;3.3
1.5;B;Febrero;Matorral abierto;2.8;2.8;2.8;68.9
1.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.1;B;Abril;Bosque tropical perennifolio secundario;141.9;40.3;19.3;214.2
2.0;B;Julio;Bosque tropical perennifolio;25.4;21.8;0.0;0.0
10.0;C;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.6;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.2;B;Abril;Pradera_estepa;11.4;8.1;0.0;68.6
4.0;B;Junio;Desierto polar_roca;0.0;0.0;0.0;0.0
15.0;C;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
725.0;E;Junio;Matorral abierto;113.2;0.0;0.0;0.0
20.0;C;Abril;Desierto polar_roca;66.4;49.4;1.6;89.6
3.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Marzo;Matorral abierto;4.1;0.3;0.3;0.0
1.1;B;Abril;Bosque tropical perennifolio;74.8;45.8;27.2;265.5
50.0;C;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.5;B;Agosto;Desierto;47.7;21.2;2.1;0.0
1.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
700.0;E;Agosto;Desierto polar_roca;59.0;20.9;20.9;10.2
3.0;B;Julio;Desierto polar_roca;53.8;41.0;35.4;62.7
1.0;B;Abril;Bosque tropical perennifolio;9.7;0.3;0.3;10.3
8.0;B;Mayo;Bosque tropical perennifolio;0.3;0.0;0.0;0.0
5.0;B;Febrero;Bosque tropical perennifolio secundario;1028.0;0.0;0.0;0.0
20.0;C;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
0.9;B;Julio;Desierto polar_roca;8.0;0.0;0.0;0.0
1.0;B;Agosto;Desierto polar_roca;140.0;106.3;75.2;0.0
7.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
62.0;C;Julio;Bosque tropical perennifolio secundario;20.9;20.9;0.3;0.0
70.0;C;Febrero;Matorral abierto;509.3;189.9;99.2;0.0
21.86;C;Agosto;Bosque tropical perennifolio secundario;128.6;108.4;7.2;232.9
2.12;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
12.0;C;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Febrero;Desierto polar_roca;27.5;2.0;0.0;127.3
1.2;B;Abril;Matorral abierto;20.1;18.8;18.8;53.6
2.0;B;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
110.4;D;Mayo;Pradera_estepa;49.7;34.9;16.5;3.6
12.0;C;Marzo;Matorral abierto;53.8;11.3;2.4;91.7
4.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
176.0;D;Mayo;Matorral abierto;24.9;6.6;0.0;9.2
40.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
0.7;B;Febrero;Matorral abierto;4.6;0.0;0.0;0.0
0.6;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
80.0;C;Marzo;Matorral abierto;125.6;21.9;21.9;0.0
1.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
146.0;D;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;817.0;461.0;461.0;0.0
20.0;C;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
2.2;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.8;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.57;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
20.0;C;Julio;Pradera_estepa;25.7;7.9;0.0;0.0
2.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Marzo;Matorral abierto;282.1;137.9;27.7;33.2
1.9;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
15.0;C;Diciembre;Matorral abierto;131.3;106.9;0.0;8.9
20.0;C;Diciembre;Bosque tropical perennifolio secundario;9.6;0.0;0.0;0.0
1.0;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Bosque templado;26.9;2.8;0.8;0.0
1.0;B;Septiembre;Pradera_estepa;18.1;11.7;8.6;0.0
165.0;D;Julio;Matorral abierto;0.0;0.0;0.0;61.7
20.0;C;Febrero;Bosque tropical perennifolio;626.0;363.0;9.0;129.5
3.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
62.0;C;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Octubre;Matorral abierto;126.2;38.5;32.2;90.4
20.0;C;Marzo;Bosque tropical perennifolio secundario;39.4;38.9;37.1;195.4
5.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;20.6
5.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Noviembre;Bosque tropical perennifolio;28.0;26.2;0.0;0.0
5.0;B;Enero;Bosque tropical perennifolio secundario;56.1;31.2;0.0;0.0
0.7;B;Abril;Desierto polar_roca;97.8;8.5;5.1;0.0
1.4;B;Mayo;Pradera_estepa;79.6;33.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;39.5;26.7;7.9;0.0
2.0;B;Septiembre;Matorral abierto;21.9;5.6;0.0;0.0
1.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
2.51;B;Enero;Matorral abierto;5.0;0.0;0.0;0.0
1.55;B;Abril;Bosque templado;85.9;30.2;8.9;0.0
8.0;B;Febrero;Bosque tropical perennifolio;8.3;2.5;2.5;0.0
3.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
360.0;E;Abril;Bosque tropical perennifolio;16.8;13.0;13.0;0.0
0.6;B;Mayo;Pradera_estepa;78.7;19.4;0.0;0.0
15.0;C;Agosto;Bosque tropical perennifolio;3.2;2.1;0.3;0.0
0.65;B;Junio;Desierto polar_roca;2.8;0.0;0.0;0.3
1.0;B;Octubre;Desierto polar_roca;12.7;6.5;0.8;41.6
5.0;B;Junio;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Agosto;Matorral abierto;52.1;0.0;0.0;60.9
26.5;C;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
95.0;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Noviembre;Desierto polar_roca;92.7;39.9;37.6;0.0
15.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
0.75;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;146.4;67.9;60.8;89.5
4.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
15.0;C;Julio;Desierto polar_roca;10.2;9.9;9.9;0.0
50.0;C;Marzo;Desierto polar_roca;31.3;17.6;0.0;0.0
14.0;C;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
0.75;B;Febrero;Matorral abierto;206.6;144.0;13.8;0.0
5.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Febrero;Matorral abierto;4.1;0.3;0.3;77.1
1.0;B;Diciembre;Matorral abierto;15.1;3.9;0.0;0.0
1.6;B;Agosto;Desierto polar_roca;12.2;12.2;0.0;0.0
1.0;B;Diciembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
5.0;B;Agosto;Matorral abierto;11.5;4.6;1.8;13.6
23.0;C;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
30.0;C;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
50.0;C;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Abril;Desierto polar_roca;5.4;3.9;3.9;0.0
2.0;B;Noviembre;Bosque tropical perennifolio secundario;16.1;0.5;0.5;68.8
18.0;C;Febrero;Matorral abierto;60.7;28.7;0.5;41.6
31.0;C;Diciembre;Matorral abierto;66.0;42.9;0.0;0.0
2.0;B;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Marzo;Matorral abierto;3.6;1.8;0.0;128.3
1.0;B;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.89;B;Febrero;Matorral abierto;34.5;10.7;2.3;91.7
2.0;B;Febrero;Bosque tropical perennifolio secundario;0.5;0.0;0.0;131.2
5.0;B;Julio;Matorral abierto;65.3;14.3;14.0;125.1
3.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
20.0;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
7.0;B;Marzo;Bosque tropical perennifolio secundario;153.3;66.7;26.4;0.0
1.1;B;Septiembre;Matorral abierto;73.0;14.9;2.5;97.7
25.0;C;Febrero;Matorral abierto;153.6;117.2;47.2;0.0
3.0;B;Julio;Desierto polar_roca;48.8;44.5;15.5;0.0
1.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
9.0;B;Febrero;Desierto polar_roca;33.9;33.6;24.0;0.0
3.8;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
