area_quemada;clase_incendio;mes_incendio;vegetacion;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_cont
4.25;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
6.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;101.2;37.1;8.2;0.0
342.0;E;Julio;Bosque tropical perennifolio;30.1;7.4;0.0;0.0
1.0;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Marzo;Matorral abierto;35.8;1.0;0.0;0.3
7.0;B;Septiembre;Bosque tropical perennifolio secundario;172.0;4.6;0.0;906.6
1.0;B;Agosto;Desierto polar_roca;11.2;0.0;0.0;0.0
11.49;C;Abril;Bosque tropical perennifolio secundario;310.0;68.2;7.6;186.8
16.6;C;Noviembre;Matorral abierto;73.9;33.0;33.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.5;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;50.7
1.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;1.0
1.0;B;Agosto;Bosque tropical perennifolio;27.4;24.3;2.1;40.0
3.0;B;Febrero;Matorral abierto;57.7;33.6;22.4;0.0
1.0;B;Julio;Matorral abierto;7.9;0.0;0.0;214.5
1.0;B;Marzo;Matorral abierto;36.3;0.0;0.0;0.0
6.7;B;Abril;Desierto polar_roca;106.7;48.5;11.9;0.0
3.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.75;B;Junio;Desierto polar_roca;1.0;0.0;0.0;0.0
1.0;B;Febrero;Desierto polar_roca;10.9;8.9;0.5;0.0
2.23;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
69.24;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
95.8;C;Abril;Desierto polar_roca;1.6;0.3;0.3;0.0
1.0;B;Junio;Bosque tropical perennifolio secundario;12.5;8.4;0.0;43.3
2.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.97;B;Mayo;Desierto polar_roca;43.7;13.7;2.3;75.2
5.0;B;Agosto;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;12.8;4.6;0.0;0.0
0.68;B;Noviembre;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Octubre;Bosque tropical perennifolio secundario;53.1;53.1;1.4;22.0
7.0;B;Marzo;Matorral abierto;45.0;42.4;39.9;59.0
1.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio;278.3;45.8;28.8;75.2
5.0;B;Abril;Bosque tropical perennifolio;49.2;8.7;8.7;35.1
86.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Junio;Desierto polar_roca;395.5;0.0;0.0;0.0
0.72;B;Febrero;Bosque tropical perennifolio secundario;82.2;40.4;20.6;37.6
10.0;C;Enero;Bosque tropical perennifolio;1.0;0.0;0.0;0.0
3.0;B;Septiembre;Bosque tropical perennifolio secundario;11.8;0.0;0.0;54.8
3.8;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
40.0;C;Julio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
8.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
6.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Octubre;Matorral abierto;30.7;27.9;0.0;6.9
2.13;B;Abril;Bosque templado;71.8;4.6;4.6;0.0
2.0;B;Julio;Pradera_estepa;0.0;0.0;0.0;0.0
5.0;B;Julio;Bosque tropical perennifolio secundario;4.4;0.0;0.0;10.2
5.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
8.0;B;Diciembre;Bosque tropical perennifolio secundario;66.2;30.5;18.6;55.6
1.2;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
20.0;C;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.4;B;Junio;Matorral abierto;0.0;0.0;0.0;73.7
20.0;C;Febrero;Bosque tropical perennifolio;17.6;12.2;0.0;0.0
15.0;C;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
4.2;B;Julio;Matorral abierto;145.0;65.5;65.5;0.0
3.0;B;Diciembre;Desierto polar_roca;7.6;4.0;0.0;4.6
30.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
239.3;D;Junio;Matorral abierto;5.1;0.0;0.0;67.6
5.36;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;118.6;1.3;1.3;30.3
1.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;15.5
1.0;B;Junio;Desierto polar_roca;87.1;62.7;0.0;89.9
6.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.75;B;Abril;Bosque templado;113.6;49.4;28.6;0.0
2.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;1220.0
9.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Mayo;Matorral abierto;18.0;12.2;0.0;139.1
1.8;B;Mayo;Pradera_estepa;54.5;2.6;0.0;0.0
1.5;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.33;B;Marzo;Bosque templado;0.0;0.0;0.0;0.0
3.0;B;Marzo;Matorral abierto;107.7;13.4;4.6;269.0
0.63;B;Abril;Pradera_estepa;73.6;51.1;15.0;104.0
40.0;C;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Febrero;Matorral abierto;207.6;113.5;47.2;79.5
6.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Septiembre;Matorral abierto;43.5;13.2;9.9;0.0
22.0;C;Diciembre;Bosque tropical perennifolio secundario;25.5;3.6;0.0;117.6
1.0;B;Septiembre;Bosque tropical perennifolio secundario;22.0;0.0;0.0;0.0
14999.0;G;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.1;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
9.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
9.8;B;Agosto;Matorral abierto;48.9;20.3;16.0;1.1
4.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
468.0;E;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
200.0;D;Julio;Pradera_estepa;3.3;3.3;0.0;0.0
2.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;7.5;2.6;2.6;0.0
17.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
115.0;D;Marzo;Matorral abierto;22.1;12.2;0.0;77.4
1.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio;73.5;57.7;9.2;1.2
1.4;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Abril;Matorral abierto;413.8;75.4;69.3;18.1
3.0;B;Julio;Bosque tropical perennifolio;4.9;0.0;0.0;74.3
3.0;B;Julio;Bosque tropical perennifolio secundario;29.3;18.3;0.3;82.5
15.0;C;Marzo;Bosque tropical perennifolio secundario;46.9;26.2;10.0;28.2
14.56;C;Marzo;Matorral abierto;150.0;57.7;57.7;0.0
4.0;B;Agosto;Desierto polar_roca;35.1;3.3;3.3;36.2
7.5;B;Noviembre;Bosque tropical perennifolio secundario;37.0;35.0;0.0;0.0
4.0;B;Abril;Bosque tropical perennifolio;37.5;2.0;0.0;42.7
3.0;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.83;B;Julio;Matorral abierto;120.3;42.5;40.7;0.0
2.0;B;Junio;Matorral abierto;22.1;0.0;0.0;0.0
3.0;B;Abril;Desierto polar_roca;65.0;23.4;3.6;183.4
5.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;26.0;2.3;0.5;0.0
12.0;C;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
15.0;C;Noviembre;Bosque tropical perennifolio secundario;86.5;61.5;10.7;0.0
2.1;B;Agosto;Bosque templado;0.0;0.0;0.0;0.0
3.0;B;Mayo;Matorral abierto;62.9;54.4;54.4;68.4
5.0;B;Julio;Bosque tropical perennifolio;63.5;3.5;3.0;28.8
13.0;C;Septiembre;Desierto polar_roca;10.5;0.8;0.8;95.5
1.0;B;Junio;Desierto;9.6;9.6;0.0;0.0
1.0;B;Julio;Matorral abierto;148.9;115.6;30.8;36.9
400.0;E;Julio;Bosque tropical perennifolio secundario;0.5;0.0;0.0;0.0
15.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
20.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Agosto;Matorral abierto;8.4;2.3;2.3;19.9
6.0;B;Marzo;Bosque tropical perennifolio;23.0;8.5;0.0;0.0
4.0;B;Marzo;Desierto polar_roca;32.4;0.5;0.0;0.0
1.25;B;Octubre;Bosque tropical perennifolio secundario;58.8;58.5;0.3;0.0
0.7;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;9.0;9.0;0.0;0.0
20.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;0.5;0.5;0.5;35.4
12.0;C;Septiembre;Matorral abierto;24.1;6.3;6.3;1.1
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
30.0;C;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;31.8;0.0;0.0;0.0
3.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
1.12;B;Septiembre;Matorral abierto;50.0;0.0;0.0;0.0
9.0;B;Febrero;Bosque tropical perennifolio;31.0;7.7;6.9;0.0
650.0;E;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
40.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Junio;Matorral abierto;31.5;3.8;3.3;151.5
1.0;B;Abril;Matorral abierto;168.2;35.0;26.2;381.8
1.7;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Marzo;Bosque tropical perennifolio secundario;41.0;10.5;4.4;6.3
2.0;B;Agosto;Matorral abierto;132.6;9.6;9.6;137.4
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;8.9;1.5;0.0;43.2
6.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3208.0;F;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Marzo;Desierto polar_roca;107.3;57.5;44.8;81.1
10.0;C;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
64.0;C;Julio;Bosque tropical perennifolio secundario;123.8;82.0;79.8;0.0
5.0;B;Abril;Bosque tropical perennifolio secundario;24.4;7.6;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;12.6;1.0;1.0;3.0
1.0;B;Febrero;Matorral abierto;265.3;254.4;241.5;162.7
11.0;C;Julio;Bosque tropical perennifolio secundario;229.0;86.5;15.5;0.0
3.0;B;Febrero;Bosque tropical perennifolio;47.2;20.4;12.8;20.8
3.0;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;229.0;67.3;24.9;87.4
2.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
7.69;B;Diciembre;Matorral abierto;32.5;3.3;0.0;0.5
1.5;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;28.0
3.0;B;Diciembre;Bosque tropical perennifolio secundario;28.6;16.6;6.9;0.0
2.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;15.0;15.0;15.0;0.0
0.7;B;Septiembre;Bosque tropical perennifolio;10.0;5.0;0.0;0.0
0.51;B;Abril;Matorral abierto;35.2;11.2;11.2;254.5
1.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Diciembre;Matorral abierto;3.3;0.0;0.0;20.9
5.0;B;Marzo;Bosque tropical perennifolio secundario;24.6;13.2;0.0;0.0
10.0;C;Mayo;Desierto polar_roca;68.0;17.3;5.1;71.1
0.8;B;Febrero;Bosque tropical perennifolio;83.9;41.4;5.6;0.0
22.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
90.0;C;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Bosque tropical perennifolio secundario;18.1;17.8;0.0;51.1
25.0;C;Julio;Desierto polar_roca;4.1;1.3;0.3;0.0
3.0;B;Septiembre;Matorral abierto;298.5;18.8;13.0;244.3
1.0;B;Diciembre;Bosque tropical perennifolio secundario;5.9;5.4;5.4;115.7
42.0;C;Enero;Matorral abierto;77.9;20.6;0.0;0.0
50.0;C;Marzo;Pradera_estepa;23.0;21.4;21.4;0.0
0.77;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;1.8;0.0;0.0;0.0
12018.0;G;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
80.0;C;Abril;Desierto polar_roca;27.4;15.8;0.0;0.0
1.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
100.0;D;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
15.4;C;Julio;Pradera_estepa;3.6;0.3;0.3;0.0
1.0;B;Diciembre;Bosque tropical perennifolio secundario;165.2;84.1;18.8;0.0
6.5;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
15.0;C;Febrero;Matorral abierto;167.2;65.0;65.0;212.4
3.0;B;Enero;Matorral abierto;16.3;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;40.5;10.2;7.9;119.0
2.1;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
0.54;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
20.0;C;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.67;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Octubre;Bosque tropical perennifolio;52.2;25.4;21.8;0.0
1.0;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
36.8;C;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
20.0;C;Abril;Bosque tropical perennifolio secundario;50.5;3.0;0.5;98.3
15.0;C;Marzo;Bosque tropical perennifolio secundario;106.0;63.0;25.0;0.0
4.0;B;Febrero;Matorral abierto;85.4;61.3;0.0;52.6
5.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.96;B;Abril;Matorral abierto;54.0;47.2;0.0;127.1
2.0;B;Julio;Matorral abierto;53.0;11.9;9.9;0.0
3.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
0.7;B;Febrero;Bosque tropical perennifolio secundario;213.8;19.8;19.5;0.0
1140.0;F;Julio;Bosque tropical perennifolio;1.0;0.0;0.0;0.0
5.0;B;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
30.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
17.0;C;Mayo;Matorral abierto;66.2;16.8;0.0;0.0
445.0;E;Julio;Matorral abierto;0.0;0.0;0.0;0.0
9.0;B;Octubre;Matorral abierto;39.6;5.3;0.0;83.9
44.2;C;Abril;Matorral abierto;33.7;33.7;0.0;0.0
0.6;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
11.0;C;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Octubre;Matorral abierto;52.7;8.7;8.7;0.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
0.77;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Marzo;Desierto polar_roca;6.2;3.6;3.6;0.0
11.2;C;Mayo;Desierto polar_roca;86.6;51.8;6.6;253.1
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
8.5;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
0.75;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
150.0;D;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
60.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;239.3;131.6;104.9;68.5
2.0;B;Abril;Desierto polar_roca;21.6;1.8;0.8;26.5
2.0;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
17.0;C;Marzo;Bosque tropical perennifolio secundario;41.8;20.8;20.8;0.0
6.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
9.49;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
7.0;B;Junio;Matorral abierto;63.2;63.2;36.8;178.6
31.0;C;Junio;Bosque tropical perennifolio;3.5;3.0;0.0;0.0
4.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
400.0;E;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
75.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Junio;Matorral abierto;93.0;0.0;0.0;0.0
7.1;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.3
350.0;E;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;10.5;1.3;0.0;0.0
3.0;B;Febrero;Bosque tropical perennifolio;51.7;43.0;29.8;36.3
1.5;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
7.7;B;Marzo;Matorral abierto;103.8;97.4;74.2;0.0
5.0;B;Noviembre;Bosque tropical perennifolio secundario;144.8;16.8;0.8;0.0
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2000.0;F;Septiembre;Bosque tropical perennifolio secundario;3.3;3.3;3.3;8.6
1.0;B;Julio;Desierto polar_roca;1.3;1.3;1.3;0.0
0.92;B;Diciembre;Matorral abierto;15.2;1.5;0.0;0.0
40.0;C;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Junio;Desierto polar_roca;9.0;0.0;0.0;0.0
0.9;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
0.7;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.25;B;Enero;Desierto polar_roca;6.2;3.9;0.0;0.0
5.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Agosto;Desierto;101.6;101.6;101.6;0.0
2.0;B;Febrero;Bosque tropical perennifolio;30.8;14.0;7.1;0.0
1.2;B;Abril;Matorral abierto;4.1;4.1;3.8;8.7
1.0;B;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
43.0;C;Julio;Pradera_estepa;12.0;1.0;0.0;1.8
1.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
296.0;D;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Julio;Matorral abierto;0.0;0.0;0.0;0.0
400.0;E;Abril;Matorral abierto;8.4;0.0;0.0;0.0
7.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
200.0;D;Diciembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.75;B;Abril;Bosque templado;116.7;80.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Agosto;Pradera_estepa;1.3;0.0;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;191.0
2.3;B;Mayo;Matorral abierto;21.4;7.4;0.0;0.0
1.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
20.0;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Octubre;Bosque tropical perennifolio secundario;25.0;2.8;0.0;0.0
2.8;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
0.58;B;Febrero;Matorral abierto;26.9;17.0;5.3;136.5
1.47;B;Marzo;Bosque tropical perennifolio secundario;68.2;34.6;0.0;0.0
0.8;B;Agosto;Desierto polar_roca;1.0;1.0;1.0;0.0
100.0;D;Diciembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
7.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Julio;Matorral abierto;16.8;3.0;3.0;2.1
35.0;C;Marzo;Desierto polar_roca;111.0;98.6;65.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;212.1;12.7;0.0;68.8
50.0;C;Abril;Bosque tropical perennifolio;1.5;1.5;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
400.0;E;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Noviembre;Bosque tropical perennifolio secundario;56.1;0.3;0.0;0.0
5.0;B;Abril;Bosque tropical perennifolio;75.7;31.8;7.2;2.5
2.0;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
3.5;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
50.0;C;Marzo;Matorral abierto;9.2;1.3;0.0;25.8
30.0;C;Abril;Bosque tropical perennifolio secundario;12.2;10.8;1.1;0.0
1.0;B;Febrero;Bosque tropical perennifolio;13.0;13.0;13.0;26.1
15.0;C;Mayo;Bosque tropical perennifolio secundario;56.4;29.7;3.6;39.5
3.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
90.8;C;Mayo;Matorral abierto;8.7;1.6;1.3;0.0
55.0;C;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
157.0;D;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
11.4;C;Junio;Desierto;0.0;0.0;0.0;0.0
1.0;B;Junio;Desierto polar_roca;0.0;0.0;0.0;0.0
9.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
600.0;E;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
6.0;B;Septiembre;Desierto polar_roca;0.0;0.0;0.0;0.0
0.84;B;Abril;Pradera_estepa;59.8;6.6;4.8;0.0
4.0;B;Marzo;Bosque tropical perennifolio secundario;44.9;24.2;3.8;102.6
2.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Febrero;Matorral abierto;41.1;21.0;17.0;17.0
52.0;C;Marzo;Bosque tropical perennifolio secundario;67.7;39.5;0.6;57.1
7.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Noviembre;Desierto polar_roca;75.5;61.7;14.7;0.0
8.0;B;Julio;Pradera_estepa;2.1;1.5;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;136.4;89.2;89.2;173.3
1.0;B;Octubre;Matorral abierto;39.6;5.3;0.0;83.9
1.0;B;Marzo;Bosque tropical perennifolio secundario;213.1;145.6;103.4;163.1
2.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
58.0;C;Agosto;Desierto polar_roca;75.1;45.7;14.5;67.3
3.0;B;Abril;Matorral abierto;170.0;82.1;41.5;18.0
1.0;B;Diciembre;Matorral abierto;65.5;32.7;1.0;0.0
4.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Agosto;Desierto polar_roca;15.8;14.0;14.0;0.0
2.0;B;Agosto;Matorral abierto;2214.0;1128.0;526.0;0.0
2.3;B;Julio;Bosque tropical perennifolio secundario;62.3;19.6;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio secundario;54.9;20.8;12.7;0.0
20.0;C;Abril;Desierto polar_roca;52.7;35.1;14.5;0.0
8.0;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.0;B;Agosto;Bosque tropical perennifolio secundario;37.9;15.3;0.0;51.3
2.0;B;Marzo;Bosque tropical perennifolio secundario;115.5;72.2;64.1;66.6
10.0;C;Agosto;Desierto polar_roca;80.8;22.7;17.3;0.0
15.0;C;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.5
25.0;C;Mayo;Matorral abierto;13.5;10.0;1.8;115.3
5.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
66.0;C;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.47;B;Marzo;Matorral abierto;114.1;63.0;25.7;261.3
20.0;C;Septiembre;Matorral abierto;1.1;0.3;0.3;64.7
1.0;B;Abril;Desierto polar_roca;29.5;0.8;0.8;0.0
90.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
